chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,79,多模态模型评价,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 多模态模型评价 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态模型评价的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,80,多模态学习的风险,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 多模态学习的风险 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态学习的风险的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,82,5.5 显微组织图像分类、分割与缺陷识别 ★,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 5.5 显微组织图像分类、分割与缺陷识别 ★ | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,5.5 显微组织图像分类、分割与缺陷识别 ★的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,83,5.5 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 5.5 的学习任务 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,5.5 的学习任务的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,84,分类、分割、检测的区别,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 分类、分割、检测的区别 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,分类、分割、检测的区别的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,85,显微组织分类：整体标签任务,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 显微组织分类：整体标签任务 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,显微组织分类：整体标签任务的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,86,显微组织分割：像素级识别,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 显微组织分割：像素级识别 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,显微组织分割：像素级识别的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,87,U-Net：材料图像分割常用结构,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 U-Net：材料图像分割常用结构 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,U-Net：材料图像分割常用结构的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,88,分割评价指标：IoU,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 分割评价指标：IoU concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 分割评价指标：IoU 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,分割评价指标：IoU的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,89,分割评价指标：Dice 系数,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 分割评价指标：Dice 系数 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 分割评价指标：Dice 系数 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,分割评价指标：Dice 系数的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,90,缺陷检测：位置与类别任务,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 缺陷检测：位置与类别任务 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,缺陷检测：位置与类别任务的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,91,缺陷检测中的类别不平衡,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 缺陷检测中的类别不平衡 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 缺陷检测中的类别不平衡 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,缺陷检测中的类别不平衡的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,92,像素标注与弱监督,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 像素标注与弱监督 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,像素标注与弱监督的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,93,材料图像标注规范,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 材料图像标注规范 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 材料图像标注规范 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,材料图像标注规范的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,94,数据划分：按图像还是按试样？,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 数据划分：按图像还是按试样？ concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 数据划分：按图像还是按试样？ 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,数据划分：按图像还是按试样？的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,95,显微图像预处理步骤,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 显微图像预处理步骤 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 显微图像预处理步骤 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,显微图像预处理步骤的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,96,尺度信息：显微图像不可忽略,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 尺度信息：显微图像不可忽略 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 尺度信息：显微图像不可忽略 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,尺度信息：显微图像不可忽略的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,97,分类案例：热处理组织识别,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 分类案例：热处理组织识别 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,分类案例：热处理组织识别的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,98,分割案例：双相组织相分数计算,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 分割案例：双相组织相分数计算 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 分割案例：双相组织相分数计算 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,分割案例：双相组织相分数计算的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
